Item ID, ,Top Item,Description,URL,Campaign,Content Provider,Viewable Impressions,vCTR,Clicks,Actual CPC,vCPM,Conversion Rate,Conversion Rate (Clicks),Conversions,CPA,Spent,Item Value, 
-,#NAME?,Chicago: Fully vaccinated people can go maskless,,https://insight.adsrvr.org/track/clk?imp=41d3cdff-cbec-48da-a78f-9068e45eb24a&ag=swexedi&sfe=12f6db20&sig=PB15rDKzFNVJOxnYGLcNmHYrMVJ2m5XYidNWKuNGSjM.&crid=k7bg9p0x&cf=2259168&fq=0&t=1&td_s=ntp.msn.com&rcats=y29&mcat=dv-51001818&mste=&mfld=4&mssi=None&mfsi=4fclc8kfed&sv=taboola&uhow=54&agsa=&wp=${AUCTION_PRICE}&rgco=United%20States&rgre=Texas&rgme=635&rgci=Round%20Rock&rgz=78681&dt=PC&osf=Windows&os=Windows10&br=Edge&svpid=1225264&rlangs=01&mlang=&did=9850229&rcxt=Other&tmpc=25.55&vrtd=&osi=&osv=&daid=218c0fec-634d-6370-2702-1fdb629862ad&dnr=0&vpb=&c=OAFQAVgFeG-AAQCIAQM.&dur=ChoKB3F1ZnNhM3IiDwjBjbcBEgh0dGRhYnNlZwowCgxjaGFyZ2UtYWxsLTEiIAj___________8BEhN0dGRfZGF0YV9leGNsdXNpb25zCj4KIWNoYXJnZS1tYXhEb3VibGVWZXJpZnlCcmFuZFNhZmV0eSIZCNv__________wESDGRvdWJsZXZlcmlmeQ..&durs=lOaaej&crrelr=&npt=1&svscid=521932268&mk=Microsoft&mdl=Edge%20-%20Windows&adpt=tb_ltaboola&ipl=521932268&pcm=1&ict=WiFi&said=315633588600276387&auct=1&us_privacy=1---&r=https://ad.doubleclick.net/ddm/trackclk/N1395.284566THETRADEDESK/B22602652.305232984;dc_trk_aid=497812328;dc_trk_cid=152060324;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=,TheTradeDesk - Safe- Always On,TheTradeDesk - Default Seat,"814,249",0.26%,"2,085",$3.880,$9.93,0.00%,0.00%,0,$0.00,"$8,087.26",$1.28,
2996719084,#NAME?,If You Have Toenail Fungus Try This Tonight,,https://anyington-insolines.com/3ce31a05-34c1-4291-9c5a-b66be19439f8?site=%7Bsite%7D&site_id=%7Bsite_id%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&click_id=%7Bclick_id%7D,13. Fungus2 - ADV3TBA (06/01) - Desktop,PureHealth Research - Fungus Eliminator 2- SC,"6,090,875",0.27%,"16,466",$0.490,$1.33,0.37%,0.37%,61,$132.46,"$8,080.30",$0.22,
2964261271,#NAME?,This Game is So Beautiful it's Worth Installing Just to See,"Victory awaits those who can rally the right Champions! 1+ million builds and 400+ hyper-realistic champions to take down your opponents in this adrenalin-charged, dark fantasy collection. Free to install RPG available now!",https://plarium.com/landings/en/desktop/raid/replica_vik_rdoapp,Taboola_PP_RAD_US_MSN_AllBrowsers,Plarium Europe - Plarium Play.- SC,"5,461,060",0.07%,"3,719",$2.160,$1.47,5.59%,5.59%,208,$38.63,"$8,035.43",$0.30,
2976557252,#NAME?,Wrap Your Feet in Aluminium Foil and a Few Hours Later You Will Have This Result.,,https://betterbe.co/life/best-aluminum-foil-tricks/,MO_FoilTricks_TB_M_US_02470,BetterBe.co - T - CA - SC,"739,065",4.40%,"32,548",$0.250,$10.81,34.60%,34.60%,"11,261",$0.71,"$7,989.75",$0.83,
-,#NAME?,IA City removes mask mandate for fully vaccinated,,https://insight.adsrvr.org/track/clk?imp=775dd241-0e55-478c-92bb-e04eb58b508e&ag=50kyrox&sfe=12f6db1c&sig=l1D6f4Uv05wpabnH-8U5iF_stEtS7-NL-2WVwBVeRd4.&crid=zt7ddn04&cf=2259168&fq=0&t=1&td_s=www.espn.com&rcats=y29&mcat=dv-51001818&mste=&mfld=4&mssi=None&mfsi=mtqibr84id&sv=taboola&uhow=55&agsa=&wp=${AUCTION_PRICE}&rgco=United%20States&rgre=North%20Carolina&rgme=550&rgci=Wilmington&rgz=28412&dt=PC&osf=OSX&os=Other&br=Chrome&svpid=1201218&rlangs=en&mlang=&did=9850229&rcxt=Other&tmpc=24.17&vrtd=&osi=&osv=&daid=&dnr=0&vpb=&c=OAFQAVgFeG-AAQGIAQM.&dur=CiYKDWNoYXJnZS1hbGwtMTciFQjv__________8BEghpYXhkMDAxYQoaCgdpMWU3a2ExIg8IwY23ARIIdHRkYWJzZWcKMAoMY2hhcmdlLWFsbC0xIiAI____________ARITdHRkX2RhdGFfZXhjbHVzaW9ucwo-CiFjaGFyZ2UtbWF4RG91YmxlVmVyaWZ5QnJhbmRTYWZldHkiGQjb__________8BEgxkb3VibGV2ZXJpZnk.&durs=eV_Jdv&crrelr=&npt=4&svscid=485747671&mk=Apple&mdl=Chrome%20-%20OS%20X&adpt=tb_ltaboola&ipl=485747671&pcm=1&ict=WiFi&said=595701190689690840&auct=1&us_privacy=1---&r=https://ad.doubleclick.net/ddm/trackclk/N1395.284566THETRADEDESK/B22602652.305234205;dc_trk_aid=498171135;dc_trk_cid=152228388;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=,TheTradeDesk - Safe- Always On,TheTradeDesk - Default Seat,"797,881",0.26%,"2,036",$3.890,$9.93,0.00%,0.00%,0,$0.00,"$7,922.89",$1.29,
3014126275,#NAME?,6 People on What Life Is Like With Psoriatic Arthritis,,https://www.self.com/story/psoriatic-arthritis-diagnosis-changed-life?utm_source=taboola&utm_medium=display&utm_campaign=paid-spon-abbvie-psa-7912947&utm_brand=self,Drop ID 7912948_Self_ABBVIE_Health-ABBVIE-2021Q1-The Lifestyle-Humira PsA Condition Center Q1 2021-004_Taboola_TB Data,Conde Nast Brands - Branded Content - SC,"1,476,541",0.73%,"10,813",$0.730,$5.31,0.05%,0.05%,5,"$1,569.40","$7,847.00",$0.53,
3009361745,#NAME?,Teen missing from Tennessee since 2019 found during traffic stop in Alabama,,https://app.appsflyer.com/com.particlenews.newsbreak?af_r=https%3A%2F%2Fwww.newsbreakapp.com%2Fn%2F0aEw0kDq%3Fnb_new%3D1&af_dp=newsbreak%3A%2F%2Fopendoc%3Fdocid%3D0aEw0kDq&af_c_id=%7Bcampaign_id%7D&pid=taboola_int&c=%7Bcampaign_name%7D&af_adset_id=%7Bcampaign_item_id%7D&af_siteid=%7Bsite_id%7D&af_sub1=%7Bsite_domain%7D&af_adset=%7Btitle%7D&af_click_lookback=7d&clickid=%7Bclick_id%7D,Copy of lp_cxs_TB_NB_MAIA_US_tcpa_broad_and_0621,Adtiger HK-News Break App - SC,"1,360,290",5.00%,"67,979",$0.120,$5.73,2.68%,2.68%,"1,824",$4.27,"$7,789.13",$0.56,
2999195691,#NAME?,"Wie du die blaue Pille bekommst: legal, rasch und diskret","Potenzstörungen? Schluss damit! Bestellen Sie Ihr Potenzmittel schnell, einfach und diskret online.",https://goo21.com/click.php?key=k1zqj31jde3li80xyb0n,Mobile_Android_DE_A/B,Apomeds - SC,"2,501,599",0.71%,"17,860",$0.440,$3.10,0.33%,0.33%,59,$131.62,"$7,765.36",$0.18,
3012764577,#NAME?,Is Hidradenitis Suppurativa Causing Your Breakouts?,"If you’ve been battling acne on your body that never seems to come to the surface of your skin, you could have this fairly common skin condition.",https://www.allure.com/story/hidradenitis-suppurativa-acne-symptoms-causes-treatments?utm_source=taboola&utm_medium=display&utm_campaign=paid-spon-abbvie-7895540&utm_brand=allure,Drop ID 7895540_Allure_ABBVIE_Health-ABBVIE-2021Q1-The Lifestyle-Humira HS DA 2021-251_TB Data,Conde Nast Brands - Branded Content - SC,"1,254,480",0.91%,"11,410",$0.680,$6.17,0.01%,0.01%,1,"$7,736.49","$7,736.49",$0.59,
2970267320,#NAME?,${region:capitalized}$ Drivers With No DUI's Getting A Pay Day This Month (Check If You Qualify),,https://bill-cruncher.com/b89jgh7S,W002-m | 036-US | AUTO | Smart | RON | IOS,Web IT - Car Insurance - SC,"1,645,030",1.41%,"23,156",$0.330,$4.69,2.91%,2.91%,673,$11.46,"$7,711.54",$0.40,
3014538530,#NAME?,Check Out The Latest Energy Solutions. Research Greenhouse Gasses,,https://youressentialliving.com/search?query=greenhouse%2Bgasses,greenhouse gasses (TQ-O)_YEL,Xtreme Media - Autos - SC,"619,830",4.41%,"27,352",$0.280,$12.44,19.37%,19.36%,"5,297",$1.46,"$7,709.28",$0.69,
2984135272,#NAME?,The Secret To Breaking Up Dark Spots On Face (Or Neck Or Hands),,https://www2.nomoredarkspot.com/cid/7013w000001vEtMAAU,3/12/21 Dark Spot - MOB/TAB - WL,[GH] Gundry - Dark Spot - SC,"2,030,994",1.03%,"20,905",$0.370,$3.77,0.32%,0.32%,67,$114.38,"$7,663.73",$0.37,
3002542983,#NAME?,Best & Worst Refinance Mortgage Companies Of 2021,Take advantage of lower mortgage rates & cut your monthly payments. 5 Best Mortgage Refinance of 2021,https://reviews.comparisons.org/mortgage/?aff=1169&sub=RefinanceRVWS_Desk&aux=%7Bcampaign_item_id%7D&xcode=%7Bclick_id%7D&aff_unique3=%7Bcampaign_id%7D&aff_unique5=%7Bcampaign_item_id%7D&logos=0,Refinance RVWS Desktop1,Media Force - Refinance - SC,"2,324,464",0.17%,"4,056",$1.890,$3.29,1.60%,1.60%,65,$117.70,"$7,650.65",$0.69,
3010474377,#NAME?,"5 Years From Now, You'll Probably Wish You'd Grabbed This Stock",,https://www.fool.com/mms/mark/all-in-advert?utm_source=taboola&utm_medium=contentmarketing&utm_campaign=sar-allinalert&aid=9223&paid=9223&waid=9223&source=esatabwdg0310017&psource=esatabwdg0310017&wsource=esatabwdg0310017&utm_content=%7Bsite%7D-%7Bcampaign_item_id%7D,pn:sar-allinalert|pr:pros|tt:other|dt:desktop|c1:fwl|c2:upwork-aryeh|da:06.11.2021|sc:esatabwdg0310017,The Motley Fool - US - 4 - SC,"2,400,900",0.37%,"8,921",$0.860,$3.18,0.13%,0.13%,12,$636.06,"$7,632.70",$0.59,
3014188918,#NAME?,All Adults Over 50 Are Due a Large Benefit This Month (Check If You Qualify),,https://financeguidepro.com/policy80/index693.html,campaign43-life,Qile Media-SC,"884,299",2.17%,"19,171",$0.400,$8.63,5.18%,5.17%,994,$7.67,"$7,628.34",$0.82,
-,#NAME?,MI removes mask mandate for fully vaccinated,,https://insight.adsrvr.org/track/clk?imp=e8d96cad-77d7-46ef-a7ef-1c6d197871cd&ag=2jg5s9q&sfe=12f6db1d&sig=pJTnfvDAiK4QqxJzw6VP-WbBGIeyBpsPN-46MF86fRI.&crid=f4tg23ln&cf=2259168&fq=0&t=1&td_s=www.cnbc.com&rcats=y29&mcat=dv-51001818&mste=&mfld=4&mssi=None&mfsi=674o517882&sv=taboola&uhow=54&agsa=&wp=${AUCTION_PRICE}&rgco=United%20States&rgre=Texas&rgme=641&rgci=San%20Antonio&rgz=78207&dt=Mobile&osf=Android&os=Android100&br=Chrome&svpid=580&rlangs=en&mlang=&did=9850229&rcxt=Other&tmpc=25.34&vrtd=&osi=&osv=&daid=&dnr=0&vpb=&c=OAFQAVgFeG-AAQGIAQM.&dur=CiYKDWNoYXJnZS1hbGwtMjAiFQjs__________8BEghpYXhkMDA0dAoaCgc3ZXJ5N3E2Ig8IwY23ARIIdHRkYWJzZWcKPgohY2hhcmdlLW1heERvdWJsZVZlcmlmeUJyYW5kU2FmZXR5IhkI2___________ARIMZG91YmxldmVyaWZ5&durs=A_WyPm&crrelr=&npt=1&svscid=433670968&mk=Essential&mdl=PH-1&adpt=tb_ltaboola&ipl=433670968&pcm=1&ict=WiFi&said=49921213038545365&auct=1&us_privacy=1---&r=https://ad.doubleclick.net/ddm/trackclk/N1395.284566THETRADEDESK/B22602652.305232987;dc_trk_aid=498171132;dc_trk_cid=152230284;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=,TheTradeDesk - Safe- Always On,TheTradeDesk - Default Seat,"762,948",0.26%,"1,950",$3.890,$9.93,0.00%,0.00%,0,$0.00,"$7,577.49",$1.29,
3008664055,#NAME?,"Plastic Surgeon Explains: “Doing This Every Morning Can Snap Back Sagging Skin"" (No Creams Needed)",,https://innerbeautysolution.co/8a48e919-ae2c-47eb-885c-005e63eb72f3,DR_US_MB_22_Android,MYM Capital - MB Paul G - SC,"1,358,795",1.30%,"17,629",$0.420,$5.48,0.50%,0.50%,88,$84.68,"$7,452.19",$0.71,
3003587703,#NAME?,Refrigerate A Room in 2 Minutes,,https://read.trendingtechbuzz.com/acreview.php,AirCooler All 2021/6/3,PY Capital - SC,"2,407,489",0.60%,"14,372",$0.520,$3.09,0.68%,0.68%,98,$75.95,"$7,443.34",$0.36,
3015778169,#NAME?,Seniors With Hearing Loss Regret Not Knowing This,The #1 hearing aids featuring German technology and enhanced speech clarity. Slots now available!,https://m.cdn.hear.com/signia_founders/?aud_h=2otSZ10JOVp4sMhz7iZTDH&utm_content=%7Bcampaign_item_id%7D&utm_publisher_ID=%7Bsite%7D&mkt_tool_id=91f39a,us_en_al_hea_display_taboola_signia_founders_acq_desktop_hearing-aid-advice-com-horizon-sc_ACT0000032587ACT,Hear.com - hearing-aid-advice.com - Horizon - SC,"2,005,882",0.39%,"7,855",$0.950,$3.70,4.20%,4.20%,330,$22.50,"$7,425.99",$0.71,
3016419131,#NAME?,The Big Problem Facing Electric Vehicles,,https://investingoutlook.co/this-4-stock-has-the-one-thing-every-electric-vehicle-battery-needs/?cid=MKT557186&eid=MKT558831,MKT558831-OIL Elon - $4 Stock - Taboola - Mobile,Stansberry Research - SC,"1,366,993",1.82%,"24,819",$0.300,$5.40,0.04%,0.02%,9,$819.75,"$7,377.78",$0.66,
2989049649,#NAME?,Roofers Tested 17 Gutter Guards… Here’s What They Discovered,,https://www.mnbasd77.com/aff_c?offer_id=2024&aff_id=2087&url_id=6346&source=Bul&aff_sub=%7Bcampaign_id%7D_11k-desk&aff_sub2=%7Bsite%7D-%7Bsite_id%7D&aff_sub3=%7Bcampaign_item_id%7D_apr21-11k-desk-ad1,[IV]-2024_LF_11k_Desk,KSV Advertising - Igor - SC,"1,992,507",0.26%,"5,244",$1.410,$3.70,2.19%,2.19%,115,$64.10,"$7,371.39",$0.71,
3013126549,#NAME?,14 US Maps That Sum Up The USA,,https://www.moneywise.com/a/ch-c/x-fascinating-maps-of-the-us,435921| US Maps,AdRizer - MoneyWise - SC,"2,451,389",3.34%,"81,759",$0.090,$3.00,0.00%,0.00%,0,$0.00,"$7,361.77",$0.32,
3014568473,#NAME?,Famous Burger  Worker Fumes After Customer Complains Her Jeans Are ‘Distracting’ Her Husband,,https://app.appsflyer.com/com.particlenews.newsbreak?af_r=https%3A%2F%2Fwww.newsbreakapp.com%2Fn%2F0aFiOVgR%3Fnb_new%3D1&af_dp=newsbreak%3A%2F%2Fopendoc%3Fdocid%3D0aFiOVgR&af_c_id=%7Bcampaign_id%7D&pid=taboola_int&c=%7Bcampaign_name%7D&af_adset_id=%7Bcampaign_item_id%7D&af_siteid=%7Bsite_id%7D&af_sub1=%7Bsite_domain%7D&af_adset=%7Btitle%7D&af_click_lookback=7d&clickid=%7Bclick_id%7D,entertainment_TB_NB_MAIA_US_tcpa_broad_and_0524,Adtiger HK-News Break App - SC,"1,808,702",3.84%,"69,480",$0.110,$4.07,2.65%,2.65%,"1,841",$4.00,"$7,360.71",$0.39,
2998845356,#NAME?,Governments Grants That Don't Require Any Repayment,,http://myfirsttab.com/api/redirect-search?sid=18151&cid=%7Bclick_id%7D&subid=SUBID&title=%7Btitle%7D&campaign=%7Bcampaign_id%7D&site=%7Bsite%7D&gclid=%7Bcampaign_item_id%7D&pubid=%7Bsite_id%7D,MANUAL_P(TB-OL)_G(US)_D(MOB)_V(GOVERNMENT-GRANTS)_T(18.05.21)_TABOOLA-WL+SMART__18151__,Olympus Way - Lung Cancer - SC,"938,079",2.58%,"24,183",$0.300,$7.84,39.53%,39.49%,"9,560",$0.77,"$7,353.87",$0.66,
3013601532,#NAME?,"Research The Best Way To Invest In Gold. Don't Wait, Learn More",,https://ou-gz-commodity-tradinggg.gunuj.com/rd?hspart=yahoo&hsimp=yhs-is21a&evtolg=d_serp_imp&p=Best%20Way%20To%20Invest%20In%20Gold&gt0=14&ggb=2&gjl=t2l&type=gnz_tbl_00_00_--tc-1228507-spid-2-dmid-14-sid-%7Bsite_id%7D--&a=gnz_tbl_00_00_--tc-1228507-spid-2-dmid-14-sid-%7Bsite_id%7D--&g57=1228507&gu8=42389&g1d=26749&gks=HOMER&g8i=1&aid=gnz-accountants-sc&ghj=2&site=%7Bsite%7D&network=taboola&gr3=%7Bsite%7D&gkf=%7Bsite%7D&glb=%7Bcampaign_id%7D&g2z=%7Bclick_id%7D&ob_click_id=%7Bclick_id%7D&oiu=%7Bsite%7D&rty=%7Bsite_id%7D&zb6=%7Bcampaign_item_id%7D,HOMER - Commodity Trading - US - MOBILE - 11274_MOBILE_7065298_7_1626768953(1228507),GNZ - Accountants - SC,"355,634",4.70%,"16,718",$0.440,$20.58,103.28%,103.16%,"17,267",$0.42,"$7,319.68",$0.58,
3015239831,#NAME?,This Free Game will Keep You Up All Night. 250 Free Spins,,https://www.freeslots-machines.com/best_slots_machines_taboola_1link/?utm_source=taboola&utm_medium=ads&utm_campaign=BestUS22Dec20,Taboola_Campaign_LP_Con_MSN_edgeBrowser4_US_4Jan21,Spiral Interactive - SC,"1,670,020",0.18%,"3,061",$2.380,$4.36,4.64%,4.64%,142,$51.24,"$7,276.21",$0.45,
3016177314,#NAME?,New Benefit Increases Social Security Payments,,http://go.bestmedicareplans.com/c1c17c76-bba0-4013-84cd-ebc04444ebae,Medicare - All Devices - RON,Adolent - BestMedicarePlans - SC,"2,807,391",0.79%,"22,307",$0.320,$2.57,3.62%,2.52%,807,$8.94,"$7,218.53",$0.58,
3005695413,#NAME?,Mechanics Say You Should Avoid These Cars In 2021  ,,http://moneywise.com/a/ch-c/cars-you-should-avoid-in-2020_BadCarsJun09-LGSB-DSK?t=Mechanics%20Say%20You%20Should%20Avoid%20These%20Cars%20In%202021&utm_source=taboola&utm_medium=%7Bplatform%7D&utm_campaign=%7Bcampaign_id%7D&utm_term=%7Bsite%7D&utm_content=%7Bcampaign_item_id%7D&s_trn_d=%7Bcpc%7D&taboola_click_id=%7Bclick_id%7D&hero=202106091630260400450890457,BadCarsJun09 - LGSB - DSK,Moneywise.com - SC,"1,952,373",1.43%,"27,827",$0.260,$3.65,0.00%,0.00%,0,$0.00,"$7,131.80",$0.49,
3013599584,#NAME?,Plaque Psoriasis: Do You Know What Scalp Psoriasis Is? Take a look,,https://search.vjcua.info/c/175JB8Lxzv83xvoQ?title=%7Btitle%7D&campaign=%7Bcampaign_id%7D&site=%7Bsite%7D&siteid=%7Bsite_id%7D&clickid=%7Bclick_id%7D&src=t,"ST_PlaquePsoriasis_US_L2_T016A_C44,31,145,162_070421_WKD",Digittopia - Bill Assistance - SC,"2,102,862",1.12%,"23,652",$0.290,$3.30,31.37%,31.35%,"7,419",$0.94,"$6,939.86",$0.30,
3007664396,#NAME?,Casinos Don't Want You To Do This; But They Can't Stop You,3 Steps To Tell A Slot is Close To Hitting The Jackpot,https://nqkds.voluumtrk.com/1eb7502e-be58-44ca-ac6a-9c36278fef4a,hof_ios_us_MAIN,Mobilitr - NSOF - HOF - SC,"1,986,012",0.68%,"13,518",$0.510,$3.49,2.66%,2.66%,359,$19.32,"$6,936.06",$0.27,
2984379720,#NAME?,2 Steps To Tell A Slot is Close To Hitting The Jackpot,,https://nqkds.voluumtrk.com/1eb7502e-be58-44ca-ac6a-9c36278fef4a,slm_ios_us_highbid_1_LOW,Mobilitr - NSOF - SLM - SC,"1,406,010",0.68%,"9,569",$0.720,$4.92,3.72%,3.72%,356,$19.43,"$6,916.49",$0.45,
3001089919,#NAME?,2 Steps To Tell A Slot is Close To Hitting The Jackpot,,https://nqkds.voluumtrk.com/1eb7502e-be58-44ca-ac6a-9c36278fef4a,slm_android_us_bl_low,Mobilitr - NSOF - HOF - SC,"847,657",1.82%,"15,428",$0.450,$8.15,3.79%,3.79%,584,$11.83,"$6,906.03",$0.58,
2985327018,#NAME?,Casinos Hate You Doing This. But You Are 100% Free To Do It,,https://mistand-claheath.icu/4e62ae99-e744-4350-8c84-21742a14a903?site=%7Bsite%7D&site_id=%7Bsite_id%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&click_id=%7Bclick_id%7D,Fixed Mobile,SON,"4,548,909",0.31%,"14,018",$0.490,$1.52,0.11%,0.11%,16,$431.38,"$6,902.06",$0.25,
2973788461,#NAME?,These Powerful Bluetooth Hearing Aids Are Hard to Beat (See Why),,https://m.cdn.hearing-aid-advice.com/signia_secret_weapon_styletto/?utm_content=%7Bcampaign_item_id%7D&utm_publisher_ID=%7Bsite%7D&mkt_tool_id=8b9373,us_en_al_haa_display_taboola_haa_signia_secret_weapon_styletto_acq_mobile_ios-na_hearing-aid-advice-com-horizon-sc_ACT0000030631ACT,Hear.com - hearing-aid-advice.com - Horizon - SC,"1,868,837",0.47%,"8,822",$0.780,$3.68,3.54%,3.54%,312,$22.07,"$6,885.06",$0.34,
2990549498,#NAME?,Slot Machines Can Be Easy to Beat ( If You Read This ),The best slot games offering huge jackpots completely free to play! free coins and free spins which can even be used towards huge progressive jackpots. Try today!,https://nqkds.voluumtrk.com/1eb7502e-be58-44ca-ac6a-9c36278fef4a,hof_android_us_main_2_LOW,Mobilitr - NSOF - HOF - SC,"1,017,361",1.30%,"13,274",$0.510,$6.65,5.08%,5.08%,674,$10.04,"$6,768.36",$0.51,
3004617991,#NAME?,What Causes Psoriasis of The Scalp - It’s Not What You Think,,https://wessed-neancing.icu/91372ac9-dede-42a4-8cac-f8827a007359,metasiss_tb_g-us_v-psoriasis_b-smart_d-desk_s-pioneer_06-06-2021_source-tonic_set-set2_list-white_var-1,Metasiss- Psoriasis - SC,"3,919,933",0.44%,"17,239",$0.390,$1.72,25.98%,25.95%,"4,479",$1.51,"$6,757.65",$0.22,
3012741792,#NAME?,The Most Explosive Novel Since Fifty Shades,,https://galateaapp.com/?p=602,"[the_millennium_wolves_2] iOS, Worldwide, Landing Page 602 (Millennium Wolves Focus)",Inkitt GmbH (Galatea) - SC,"7,237,997",0.70%,"50,466",$0.130,$0.93,2.05%,2.05%,"1,036",$6.50,"$6,734.18",$0.10,
3012287381,#NAME?,Narcolepsy (Excessive Daytime Sleepiness) Signs May Surprise You,,https://linkwords.io/?utm_source=taboola&cn=tb-lan-narcolepsy6-mb-gg-jl-al2&utm_campaign=%7Bcampaign_id%7D&imp=49004&pxid=None&om_bs=4SyMu0s8PJ8gY5tIZVlREeoQG0FxDk_M_vueZV8LtBiak50f5F_rRlbw52OGLUNpwJGK9ZGISRXKOlq7_MQiCk0a1lIGm0LuFtVxxj3pJuMVmMNp2GoTmwryhlAQR9WvhPciXa9o8ySWCcSZU5hXIMCxmsvEgUImxrz6yeu4&click_track_url=%2F%2Ftrc.taboola.com%2F1070267%2Flog%2F3%2Funip%3Fen%3DClick&compkey=,tb-lan-narcolepsy6-mb-gg-jl-al2,health_3,"2,112,002",0.91%,"19,311",$0.350,$3.17,19.46%,19.44%,"3,758",$1.78,"$6,703.42",$0.33,
3006627509,#NAME?,7 Discounts Seniors Only Get If They Ask,,https://track.nationalpenny.com/cdd9b824-1c50-45f7-b992-7c61714a7d5e?site=%7Bsite%7D&site_id=%7Bsite_id%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&click_id=%7Bclick_id%7D,SL 2 - TAB,Ghost Media - Senior Listicle - SC,"2,838,741",1.06%,"30,181",$0.220,$2.34,1.17%,1.16%,352,$18.90,"$6,651.52",$0.31,
2994898776,#NAME?,"Look For Any High School Yearbook, It's Free",Rewind the good times. Every yearbook is a window into the past. Search for your yearbooks online for free. Reconnect with old friends and the significant events from your past today,https://c5-glo.glomtrk5.com/t/clk?id=LYGGmSX4l5cwA4RcwPNWpiX,Classmates_US_4.5_Mob_CONTEXT,Creative Clicks - Classmates - SC,"1,333,514",0.95%,"12,671",$0.520,$4.96,11.24%,11.22%,"1,424",$4.64,"$6,612.60",$0.60,
3012651793,#NAME?,Woman Files For Divorce After Seeing This Photo - Can You See Why?,,https://www.people-today.com/en/18595/,xwb-hh-ridivwb-en-us-m-a-c-hb-sb-18595,BM - IT - SC,"704,510",6.68%,"47,069",$0.140,$9.33,98.12%,98.12%,"46,185",$0.14,"$6,574.38",$0.67,
3006428360,#NAME?,Crohns Disease Signs - Many May Wish They Saw Them Earlier,,https://linkwords.io/?utm_source=taboola&cn=tb-lan-crohns-combo2-mb-gg-aj-ron&utm_campaign=%7Bcampaign_id%7D&imp=49005&pxid=None&om_bs=aDWRSTdZn0BwIOvUyynxjt0Uivf30En8ujd8HlxAFCEU9riw2WKu15kuhACjX7ILnh9ushZ-Z_E7frOG0DAzygNFfNQcRT8wUiGOP3NfcaBJqh_Vkz5Xmo0DRvqfDLWDwPRTzvu6NWcbEBKhAL8nvdAQO8mwDFrFTA&click_track_url=%2F%2Ftrc.taboola.com%2F1070267%2Flog%2F3%2Funip%3Fen%3DClick&compkey=,tb-lan-crohns-combo2-mb-gg-aj-ron,health_4,"2,665,368",0.91%,"24,127",$0.270,$2.46,15.45%,15.41%,"3,728",$1.76,"$6,567.86",$0.28,
3015701106 (old version),#NAME?,All Adults Over 50 Are Due a Large Benefit This Month (Check If You Qualify),,https://financeguidepro.com/policy60/index9533.html,campaign43-life,Qile Media-SC,"590,088",2.47%,"14,594",$0.450,$11.07,6.02%,6.02%,879,$7.43,"$6,535.12",$1.00,
3005964881,#NAME?,Try The World's Best CBD For $10 Today!,,https://www.vp21atrk.com/PBGRT/FGXLG/,NEW Retargeting - June 21,Valkyrie Partners - Tommy Chung- SC,"1,123,005",0.61%,"6,798",$0.960,$5.81,0.65%,0.56%,44,$148.24,"$6,522.42",$0.74,
2955069996,#NAME?,7 Discounts Seniors Get Only if They Ask,,https://track.nationalpenny.com/cdd9b824-1c50-45f7-b992-7c61714a7d5e?site=%7Bsite%7D&site_id=%7Bsite_id%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&click_id=%7Bclick_id%7D,SL 1 - MOB,Ghost Media - Senior Listicle - SC,"2,338,805",0.89%,"20,895",$0.310,$2.76,1.40%,1.40%,293,$22.07,"$6,465.79",$0.33,
3005350064,#NAME?,Residents In ${region:city}$ With Credit Card Debt Could Be In For A Big Surprise,,https://learn.weeklyfinancialsolutions.com/open-program-1/,wfs_sso_mobile-ios_open_program__whitelist_06082021,Bills - Weekly Financial Solutions Debt - SC,"1,487,768",0.49%,"7,224",$0.890,$4.32,2.30%,2.19%,166,$38.76,"$6,434.42",$0.43,
2978687842,#NAME?,2 Steps To Tell A Slot is Close To Hitting The Jackpot,,https://nqkds.voluumtrk.com/1eb7502e-be58-44ca-ac6a-9c36278fef4a,slm_android_us_LOW_3,Mobilitr - NSOF - SLM - SC,"854,557",1.51%,"12,867",$0.500,$7.52,3.90%,3.90%,502,$12.80,"$6,425.50",$0.54,
